user_id,lifestyle_archetype,preferred_location_district_id,max_distance_to_work_km,budget_min_vnd,budget_max_vnd,preferred_room_type,preferred_gender,accept_smoking_roommates,accept_pets,need_private_bathroom,need_air_conditioner,need_parking,need_balcony,need_kitchen,internet_requirement,furniture_requirement,max_roommates,preferred_contract_months,priority_cleanliness,priority_location,priority_budget,priority_privacy,priority_social_environment
U00419,Student,TD,1.8,1642409,4905383,studio,male,0,0,0,0,0,0,0,high,minimal,6,12,2,1,2,2,4
U00420,Student,TD,13.7,2372379,3447764,shared_room,any,0,0,0,0,1,0,0,high,minimal,6,6,2,5,4,1,4
U00421,Social Butterfly,D3,5.1,6632147,8810291,apartment,female,1,0,0,0,0,1,0,medium,minimal,6,12,2,2,2,1,4
U00422,Young Professional,D1,11.8,7723091,9833513,studio,any,0,0,0,1,1,0,1,high,fully_furnished,3,3,2,5,2,3,3
U00423,Privacy Seeker,CG,7.3,3744252,5979402,studio,any,0,0,0,0,0,0,0,high,minimal,1,6,4,3,2,5,2
U00424,Young Professional,D1,12.1,5938064,7836254,studio,any,1,0,0,0,0,0,0,basic,standard,2,12,4,2,5,4,2
U00425,Privacy Seeker,TD,16.4,2041430,6786370,studio,male,1,1,0,0,0,0,0,medium,standard,2,6,2,3,2,4,1
U00426,Student,TD,8.5,1625465,6407884,studio,male,1,0,0,0,0,0,0,basic,standard,6,6,2,4,3,1,3
U00427,Privacy Seeker,TB,6.6,2599271,7431150,apartment,any,1,1,1,0,1,0,0,high,minimal,6,6,4,4,5,3,1
U00428,Social Butterfly,D1,4.8,7293065,11684767,studio,any,0,1,0,1,1,1,1,medium,minimal,5,3,2,1,5,1,5
U00429,Social Butterfly,D1,5.3,7996718,9052988,studio,any,1,1,0,1,1,1,1,high,fully_furnished,6,3,3,3,5,1,5
U00430,Social Butterfly,HK,7.5,6717430,7963190,studio,male,0,1,1,0,0,0,0,high,minimal,6,6,2,1,2,1,4
U00431,Student,GV,5.4,3415370,5966467,shared_room,any,1,1,1,0,0,0,0,high,minimal,3,12,2,1,3,2,5
U00432,Privacy Seeker,CG,4.0,3715089,6677627,shared_room,female,1,1,1,1,0,0,0,high,minimal,2,6,2,5,5,4,1
U00433,Privacy Seeker,TB,6.6,2923385,5532578,shared_room,female,1,0,1,0,0,0,1,basic,minimal,1,12,4,3,2,4,1
U00434,Young Professional,D1,15.3,6894863,11033096,studio,male,1,1,1,1,1,0,1,high,standard,3,3,2,4,4,3,2
U00435,Young Professional,PN,16.8,6904419,9467674,apartment,any,0,1,1,1,0,1,1,medium,fully_furnished,2,12,4,5,5,4,2
U00436,Social Butterfly,D3,17.8,6802881,9127860,apartment,any,1,0,0,1,1,1,1,high,fully_furnished,3,6,2,1,1,1,5
U00437,Social Butterfly,D3,13.1,6020288,7965660,studio,any,1,0,0,0,0,0,0,high,standard,3,3,2,1,4,1,5
U00438,Student,GV,4.5,3992291,8122817,studio,female,0,0,0,1,1,1,0,high,standard,6,6,2,4,4,1,3
U00439,Privacy Seeker,TB,15.1,3404665,8003209,studio,female,1,0,1,1,0,0,1,medium,standard,2,3,3,5,4,4,1
U00440,Young Professional,D1,10.4,5935573,7632457,apartment,female,1,1,1,0,0,0,0,high,standard,6,6,3,5,4,3,3
U00441,Young Professional,PN,19.1,7922016,12599344,apartment,male,0,0,0,1,1,0,1,medium,minimal,6,6,3,3,5,3,3
U00442,Social Butterfly,HK,8.3,4143997,7679858,studio,male,0,0,0,0,0,0,0,medium,standard,4,6,3,1,1,2,5
U00443,Young Professional,D3,3.4,5123792,9959186,studio,female,1,0,0,1,0,0,1,medium,minimal,3,6,2,3,5,3,3
U00444,Student,TD,11.5,3924334,8238752,studio,female,0,1,1,1,1,0,1,high,fully_furnished,5,3,2,4,1,1,5
U00445,Young Professional,D3,19.7,6967821,10329414,apartment,any,1,1,1,0,1,1,1,medium,standard,2,24,3,1,4,4,3
U00446,Student,TD,10.7,2081533,6540509,studio,male,0,1,1,0,0,0,0,medium,minimal,3,12,1,2,2,2,4
U00447,Young Professional,PN,10.7,4852485,8456813,studio,female,0,0,0,1,1,0,1,medium,standard,3,3,2,1,1,3,3
U00448,Student,TD,13.0,3306635,7814962,studio,male,0,0,1,0,1,0,0,medium,minimal,5,6,2,5,1,2,4
U00449,Privacy Seeker,CG,17.1,3198355,7311484,studio,female,1,0,1,0,1,0,0,medium,standard,2,3,4,1,5,4,1
U00450,Student,TB,9.8,2989678,5841442,studio,any,0,0,1,0,0,0,0,high,minimal,3,6,2,5,3,1,4
U00451,Privacy Seeker,TB,17.8,3206766,6889617,shared_room,any,0,0,1,1,0,0,1,medium,minimal,1,6,3,4,5,5,1
U00452,Young Professional,D3,7.3,6637157,9708024,apartment,any,0,0,0,0,1,1,1,medium,fully_furnished,3,6,3,1,1,3,2
U00453,Social Butterfly,HK,16.7,7173049,8976688,studio,any,1,0,0,0,0,1,1,high,fully_furnished,3,6,2,1,3,1,5
U00454,Student,TD,18.6,2857978,5826443,shared_room,male,1,0,1,1,1,0,1,medium,fully_furnished,5,3,3,1,4,2,4
U00455,Young Professional,PN,15.9,4497548,6068146,shared_room,female,1,0,1,1,1,0,0,basic,standard,3,6,3,2,4,2,3
U00456,Student,GV,16.4,3756456,6969441,shared_room,any,1,0,0,0,0,0,0,high,standard,3,3,2,2,3,1,4
U00457,Privacy Seeker,TD,11.7,3492131,8204371,apartment,female,0,1,1,1,1,0,1,basic,standard,1,6,4,3,4,4,2
U00458,Privacy Seeker,TX,17.7,3409341,4739704,shared_room,female,0,0,1,0,1,0,0,basic,minimal,2,3,3,3,2,4,1
U00459,Student,TB,6.8,1067220,4267106,studio,any,1,1,1,0,0,0,0,medium,standard,6,12,2,5,3,2,5
U00460,Young Professional,D3,9.1,5606411,8532347,apartment,any,1,1,1,1,0,1,1,basic,minimal,6,6,3,3,1,2,3
U00461,Privacy Seeker,CG,2.7,1865598,3030028,shared_room,any,1,1,1,0,1,0,0,medium,minimal,1,12,4,2,3,5,1
U00462,Student,TB,19.8,2584381,4966348,shared_room,female,1,1,0,0,1,0,0,medium,minimal,3,3,1,4,2,2,4
U00463,Young Professional,PN,8.8,6078788,10929513,apartment,any,0,0,0,1,1,1,1,high,minimal,1,24,3,5,4,4,2
U00464,Privacy Seeker,TX,11.9,1430501,3915537,studio,female,1,1,0,0,1,0,0,high,minimal,2,3,4,4,1,5,1
U00465,Privacy Seeker,TD,8.7,2402579,3957011,shared_room,male,0,1,1,0,0,0,0,high,minimal,2,12,3,5,4,5,1
U00466,Young Professional,PN,19.1,5879373,8716072,studio,female,0,0,1,0,0,1,1,medium,fully_furnished,6,12,2,4,4,3,2
U00467,Social Butterfly,D1,14.9,4300006,7557163,apartment,female,0,0,0,0,0,0,0,medium,standard,6,6,2,1,5,1,5
U00468,Student,GV,3.1,2512574,4779804,shared_room,any,0,0,0,0,1,0,0,medium,fully_furnished,6,6,2,1,5,2,4
U00469,Remote Worker,BT,14.4,8903003,11125926,studio,any,1,0,1,1,0,0,1,high,standard,2,6,3,4,5,4,2
U00470,Student,TB,4.7,2834380,7179644,studio,male,0,0,0,0,0,0,0,high,standard,6,6,3,3,3,1,4
U00471,Privacy Seeker,TD,3.6,3203885,6473230,studio,male,1,0,1,0,0,0,0,medium,minimal,2,12,4,4,5,4,1
U00472,Student,TB,14.0,3833624,7508968,studio,male,1,1,0,0,1,0,0,high,minimal,6,12,1,5,4,2,4
U00473,Privacy Seeker,TB,17.2,3339055,7487396,apartment,male,1,1,1,0,1,0,0,basic,standard,1,12,3,2,1,4,1
U00474,Young Professional,D3,15.1,3865797,6687642,studio,male,1,0,1,0,0,0,0,medium,minimal,5,12,3,1,5,3,2
U00475,Student,GV,19.0,2073033,4031210,shared_room,male,0,1,1,0,1,0,0,medium,standard,5,12,3,3,5,2,4
U00476,Student,TD,13.9,1414867,5903818,studio,any,1,1,0,0,1,0,0,high,minimal,3,3,1,1,4,2,4
U00477,Remote Worker,D7,10.5,7256499,11420040,studio,any,1,0,1,0,0,0,1,high,fully_furnished,1,12,4,4,3,4,2
U00478,Young Professional,PN,1.4,3191793,6760078,shared_room,female,1,0,0,1,0,0,1,medium,standard,4,6,4,4,4,3,3
U00479,Student,TD,14.9,1756616,6113918,shared_room,female,0,1,0,0,1,0,1,high,standard,3,6,2,5,1,3,4
U00480,Remote Worker,BT,5.9,6168243,9564925,studio,male,0,0,1,1,0,0,1,high,fully_furnished,2,12,4,1,2,4,2
U00481,Student,GV,5.1,1358352,4369326,shared_room,female,1,0,0,0,1,0,0,high,minimal,5,12,2,3,4,2,4
U00482,Privacy Seeker,TB,1.4,3932338,8149436,apartment,any,1,1,1,1,1,0,1,medium,fully_furnished,1,24,3,3,5,4,1
U00483,Young Professional,D1,9.2,4692610,7564997,apartment,any,0,0,0,0,1,0,0,medium,minimal,3,24,3,3,3,2,3
U00484,Student,TB,7.5,1558938,5512286,studio,male,1,0,0,0,1,0,0,medium,minimal,3,3,3,3,3,2,4
U00485,Student,TB,7.0,3360023,7873271,apartment,male,1,1,0,0,1,0,0,medium,standard,3,12,2,3,4,2,4
U00486,Student,TD,12.2,3008922,4592808,studio,female,1,0,0,0,1,0,0,high,standard,3,6,2,2,5,2,4
U00487,Social Butterfly,D3,4.1,7740937,11407976,studio,any,1,0,0,0,0,1,1,high,standard,5,6,2,4,4,1,4
U00488,Student,TB,4.9,1988195,5984011,studio,any,0,1,0,0,0,0,0,high,minimal,3,3,2,4,5,1,4
U00489,Young Professional,D3,8.0,7109319,8541412,studio,female,1,1,0,1,1,0,1,basic,fully_furnished,5,6,3,4,3,3,2
U00490,Social Butterfly,D1,6.9,5888468,7975348,apartment,male,1,1,0,0,1,0,0,high,standard,4,12,3,2,5,1,5
U00491,Remote Worker,D7,10.1,6324651,9377472,apartment,female,0,0,0,1,1,0,1,high,standard,1,6,3,3,1,4,2
U00492,Social Butterfly,HK,11.5,6185126,8394892,studio,any,0,1,0,1,0,0,0,high,standard,3,3,3,4,5,1,5
U00493,Student,TD,16.8,3356994,7660193,studio,female,0,1,1,0,1,0,0,basic,standard,6,3,1,1,5,2,4
U00494,Young Professional,PN,14.0,3289101,6931857,shared_room,any,0,0,0,1,1,0,1,basic,fully_furnished,4,6,3,1,4,3,3
U00495,Remote Worker,BT,1.0,8271153,12418169,apartment,male,0,0,1,1,1,1,1,high,fully_furnished,1,6,3,3,3,5,2
U00496,Student,TB,6.6,2440405,5804794,studio,any,0,1,1,0,0,0,0,basic,standard,4,6,1,3,4,2,4
U00497,Young Professional,D3,1.2,7072915,11060655,apartment,female,0,0,1,1,0,0,1,medium,minimal,1,24,4,3,3,4,2
U00498,Young Professional,D1,9.2,6173405,8149385,apartment,female,1,0,0,1,1,0,1,high,fully_furnished,6,12,3,2,4,3,3
U00499,Privacy Seeker,CG,10.1,3320350,5510624,shared_room,male,1,0,1,1,1,0,1,basic,minimal,2,6,3,4,4,4,1
U00500,Young Professional,D1,11.0,4660322,7762235,apartment,any,1,0,0,0,0,0,0,high,standard,3,12,4,4,3,2,3
U00501,Privacy Seeker,CG,1.2,1086337,3156743,shared_room,male,0,1,1,0,0,0,0,high,standard,2,12,4,5,4,5,1
U00502,Student,TB,13.7,1029134,2853678,shared_room,any,1,1,0,0,1,0,0,basic,standard,3,3,1,4,1,2,4
U00503,Student,TB,12.2,3392564,7108074,apartment,male,1,1,0,0,0,0,0,medium,minimal,4,12,1,4,1,2,4
U00504,Young Professional,PN,14.7,3025943,4461510,shared_room,any,0,1,0,0,0,0,0,medium,standard,4,12,2,3,4,3,3
U00505,Privacy Seeker,TD,19.2,2199485,4538655,studio,male,1,1,1,0,1,0,0,medium,minimal,1,3,4,1,5,4,1
U00506,Social Butterfly,D1,2.7,7557711,10273052,apartment,any,0,1,0,1,1,0,1,medium,fully_furnished,3,6,3,3,2,1,4
U00507,Student,TD,17.2,1651780,6531515,shared_room,any,1,0,0,1,0,0,0,medium,minimal,3,6,2,5,3,1,5
U00508,Privacy Seeker,TD,12.8,2537154,4716542,studio,any,0,0,1,0,0,0,0,high,standard,1,6,4,3,3,4,1
U00509,Student,GV,7.5,2427717,6174782,shared_room,any,0,1,0,0,0,0,0,medium,fully_furnished,6,3,2,1,2,1,3
U00510,Student,TB,15.3,2296199,5344117,studio,female,1,0,0,0,0,0,0,medium,standard,6,6,2,2,5,2,3
U00511,Remote Worker,D7,1.7,9335272,11187559,apartment,female,0,1,1,0,0,1,1,high,fully_furnished,1,24,3,5,4,5,2
U00512,Remote Worker,D2,12.6,8053854,11265803,apartment,female,1,1,1,1,1,0,1,high,fully_furnished,2,12,3,4,2,4,2
U00513,Social Butterfly,D1,11.9,3377640,5045340,studio,female,1,0,1,0,1,0,0,medium,minimal,5,6,2,2,4,1,4
U00514,Student,TD,7.2,2639985,4271620,studio,male,0,0,1,0,0,0,0,high,minimal,3,3,2,5,3,2,3
U00515,Privacy Seeker,TD,14.9,1027447,3905892,studio,any,1,0,0,0,1,0,0,basic,standard,2,6,3,3,5,5,1
U00516,Remote Worker,D2,16.5,9074337,11899524,apartment,male,1,1,1,1,1,0,1,high,standard,1,12,3,2,1,4,2
U00517,Student,GV,1.4,1431993,2652595,shared_room,male,0,1,0,0,1,0,0,medium,standard,6,3,3,2,3,2,4
U00518,Student,GV,19.3,1856675,3494271,shared_room,female,1,1,1,0,0,0,0,high,standard,4,3,2,1,1,1,5
U00519,Young Professional,PN,16.9,5142953,7359542,studio,male,0,1,1,0,1,0,0,high,minimal,4,12,3,5,5,2,3
U00520,Student,TB,10.0,1403172,5889395,studio,female,1,1,0,0,1,0,0,high,minimal,5,12,2,3,4,2,3
U00521,Privacy Seeker,TX,9.4,1748364,3762546,studio,any,1,0,1,0,1,0,0,medium,minimal,2,3,4,3,4,5,1
U00522,Young Professional,PN,18.3,6923376,11631376,studio,male,1,0,1,1,1,0,1,high,minimal,3,3,3,5,4,2,5
U00523,Remote Worker,D2,2.5,10855266,12457978,apartment,male,0,1,1,0,1,1,0,high,fully_furnished,1,6,3,4,2,4,2
U00524,Student,TD,5.3,3053953,6843205,shared_room,any,1,1,0,0,0,0,1,medium,fully_furnished,6,6,2,2,3,2,4
U00525,Young Professional,PN,16.0,6787618,8482629,studio,male,0,1,0,1,0,0,1,medium,fully_furnished,4,12,3,4,5,3,2
U00526,Young Professional,D1,2.1,3273805,7447878,apartment,any,0,1,0,0,1,0,0,medium,fully_furnished,6,24,3,1,3,3,2
U00527,Young Professional,PN,14.9,5692186,9071654,apartment,male,0,0,1,1,1,1,1,medium,standard,1,6,4,2,4,4,2
U00528,Young Professional,D1,6.4,3741883,8336645,studio,male,1,1,0,1,0,0,1,high,fully_furnished,5,3,2,2,2,3,2
U00529,Social Butterfly,D1,10.5,4914715,6418014,shared_room,male,1,1,1,0,1,0,1,medium,standard,4,6,2,5,2,1,5
U00530,Student,GV,2.4,3086239,5038743,shared_room,female,1,1,0,0,1,0,1,medium,standard,5,6,2,1,4,1,4
U00531,Student,TD,18.0,2482108,7179970,apartment,male,1,1,0,0,0,0,0,high,minimal,4,12,2,3,5,2,4
U00532,Young Professional,PN,6.3,4025599,6965326,studio,male,0,0,0,0,0,0,0,high,minimal,5,12,3,4,2,3,2
U00533,Privacy Seeker,TD,3.0,3779444,8365449,studio,male,1,0,0,0,1,1,1,high,standard,2,3,4,5,3,5,1
U00534,Privacy Seeker,TB,4.0,2494263,6043803,shared_room,male,0,1,1,1,1,0,1,medium,standard,2,12,3,5,1,5,1
U00535,Student,TB,5.0,2028200,6283654,shared_room,any,0,0,0,0,0,0,0,basic,standard,6,6,2,5,1,1,3
U00536,Privacy Seeker,TD,12.2,1771353,2996866,shared_room,male,1,0,1,0,0,0,0,medium,standard,2,6,2,3,1,5,1
U00537,Student,TD,14.9,1500059,2945138,shared_room,female,0,1,1,0,0,0,0,high,minimal,4,3,2,4,3,1,5
U00538,Privacy Seeker,TD,14.4,1226037,5793430,shared_room,female,1,0,1,1,1,0,0,basic,standard,1,12,4,3,4,5,1
U00539,Student,GV,4.2,3818061,5248749,studio,female,1,0,1,0,0,0,0,high,minimal,5,6,2,2,3,2,3
U00540,Privacy Seeker,CG,1.7,1444753,3622353,studio,any,1,1,1,0,1,0,0,high,minimal,2,6,4,5,2,4,1
U00541,Student,TB,10.8,2796826,6126965,studio,female,0,0,1,0,0,0,0,high,minimal,5,6,3,2,2,2,4
U00542,Student,GV,2.3,2567101,5894985,studio,any,1,0,0,0,0,0,0,high,fully_furnished,4,3,3,1,4,1,4
U00543,Young Professional,D1,5.4,6094604,10950232,studio,female,1,0,1,0,1,1,1,basic,standard,5,6,3,1,2,2,3
U00544,Student,TB,17.3,1508423,4665358,shared_room,any,1,1,0,0,0,0,0,basic,minimal,3,12,1,1,4,1,4
U00545,Social Butterfly,D3,10.8,3023195,6547980,studio,female,1,0,1,0,0,0,0,medium,standard,6,3,3,2,3,2,4
U00546,Privacy Seeker,TB,15.8,3082199,6278945,studio,male,0,0,1,0,1,0,0,medium,standard,1,6,4,4,2,4,1
U00547,Student,TD,16.5,2585048,5155345,studio,male,0,0,1,0,1,0,0,basic,minimal,4,6,2,2,1,2,4
U00548,Privacy Seeker,TB,18.2,1313676,3588950,studio,male,1,1,1,0,1,0,0,medium,minimal,1,6,4,5,5,4,1
U00549,Student,TB,19.5,2092500,5964337,studio,any,0,1,1,0,1,0,0,basic,minimal,6,6,2,2,4,1,4
U00550,Student,TD,19.4,1446989,3607056,studio,female,1,0,1,0,1,0,0,medium,minimal,5,12,2,4,1,1,3
U00551,Young Professional,PN,5.7,7541363,8623337,apartment,any,0,1,0,1,0,1,1,medium,standard,2,12,4,4,3,4,2
U00552,Remote Worker,D7,2.8,11231668,13482776,studio,any,0,1,1,1,1,1,1,high,minimal,2,3,4,2,4,4,2
U00553,Student,TD,2.1,1874078,2912459,shared_room,female,1,1,0,0,0,0,0,medium,minimal,5,6,2,4,5,1,4
U00554,Privacy Seeker,TX,8.5,1108450,3152210,shared_room,any,0,0,0,0,1,0,0,medium,minimal,1,6,4,1,2,5,1
U00555,Young Professional,D3,11.7,6553088,10836190,studio,any,0,0,0,1,1,1,1,high,fully_furnished,4,6,3,5,3,3,3
U00556,Student,TD,1.6,1963143,4087969,shared_room,male,1,1,0,0,0,0,0,high,minimal,4,3,3,5,2,1,4
U00557,Student,TB,7.4,2201311,5032533,studio,male,1,0,1,0,1,0,0,medium,minimal,3,3,2,2,3,2,4
U00558,Student,TB,9.1,2568932,6367737,shared_room,female,0,0,1,0,1,0,0,high,standard,3,12,1,5,1,2,4
U00559,Student,TB,9.7,1847064,4390239,studio,any,1,1,1,0,0,0,0,basic,minimal,6,12,2,5,5,1,3
U00560,Student,GV,2.2,2912937,6843056,studio,male,1,0,1,0,0,0,0,high,minimal,3,12,2,2,3,2,5
U00561,Privacy Seeker,TX,14.2,1258795,3947706,studio,male,1,1,1,0,0,0,0,high,minimal,1,6,4,3,5,4,1
U00562,Social Butterfly,HK,14.2,4171218,6276761,studio,female,0,1,0,0,1,0,0,medium,standard,3,3,4,4,5,2,4
U00563,Student,GV,8.5,2322247,6522733,studio,any,0,1,0,0,1,0,0,medium,standard,4,6,2,4,2,1,5
U00564,Privacy Seeker,TB,8.0,2134279,5062421,shared_room,any,1,1,1,1,1,0,0,high,standard,1,6,4,2,3,5,1
U00565,Privacy Seeker,CG,4.3,3231681,4593017,shared_room,female,0,0,1,0,0,0,0,basic,minimal,2,12,2,4,3,5,1
U00566,Privacy Seeker,CG,6.4,3153016,7933298,studio,any,1,0,0,0,0,0,0,medium,minimal,2,6,3,3,4,5,1
U00567,Privacy Seeker,TX,3.9,2289337,5780907,shared_room,female,1,0,1,0,0,0,1,high,standard,2,3,4,4,5,4,2
U00568,Remote Worker,D7,5.0,6290084,8661713,studio,male,0,0,1,1,0,1,1,high,fully_furnished,2,12,4,3,3,5,2
U00569,Social Butterfly,HK,12.7,6144534,7392767,studio,female,1,1,0,0,0,0,0,high,minimal,6,6,2,2,3,1,4
U00570,Young Professional,PN,1.3,4276797,7306919,apartment,female,0,1,0,0,0,0,0,basic,standard,2,24,3,5,1,4,2
U00571,Privacy Seeker,TB,14.7,2803636,4220326,shared_room,male,1,1,0,0,1,0,0,high,minimal,2,12,2,4,4,4,1
U00572,Young Professional,D1,1.2,4625624,6825737,shared_room,any,1,1,1,0,1,0,1,medium,standard,2,6,3,4,3,4,2
U00573,Young Professional,D3,14.2,6119319,7601112,studio,male,0,1,0,0,1,0,0,high,standard,5,3,4,2,4,2,3
U00574,Social Butterfly,D3,9.0,3572133,8337014,apartment,any,0,0,1,1,1,1,1,high,minimal,6,24,2,3,5,1,5
U00575,Social Butterfly,D3,9.0,5611545,8818071,apartment,female,1,0,0,0,1,1,1,high,standard,4,24,2,4,5,1,4
U00576,Young Professional,D1,4.8,3284555,5842596,shared_room,female,0,0,0,0,0,0,0,basic,minimal,5,6,3,5,4,3,3
U00577,Student,TB,11.5,1691947,3246761,shared_room,any,0,0,0,0,0,0,0,high,minimal,3,6,2,4,3,2,5
U00578,Student,TD,13.7,1494131,4615328,studio,male,0,1,1,0,1,0,0,high,standard,5,12,2,1,2,2,4
U00579,Privacy Seeker,TX,13.9,3415489,6131653,shared_room,female,0,1,1,1,1,0,0,medium,minimal,2,12,3,2,5,4,1
U00580,Remote Worker,D2,17.4,10500049,13786240,apartment,female,1,1,0,1,0,1,1,high,fully_furnished,3,6,3,3,2,3,3
U00581,Remote Worker,BT,14.1,6067030,10690547,apartment,male,0,1,1,1,0,0,1,high,standard,2,12,4,2,2,4,2
U00582,Privacy Seeker,TB,13.5,1002679,2626918,shared_room,male,0,1,1,0,1,0,0,basic,standard,1,12,4,1,4,5,1
U00583,Student,GV,13.5,1402360,2756410,shared_room,male,1,0,0,0,0,0,0,medium,minimal,4,12,2,3,5,2,4
U00584,Student,TB,4.9,2643731,4677225,shared_room,any,0,0,0,0,1,0,0,medium,standard,5,12,2,2,3,2,4
U00585,Remote Worker,D7,3.1,7833927,10854217,apartment,female,1,0,0,1,1,1,1,high,standard,5,6,4,4,4,3,2
U00586,Young Professional,D3,7.9,7614105,11076694,studio,female,0,0,1,1,1,0,1,high,minimal,2,6,3,2,5,4,2
U00587,Privacy Seeker,TB,15.2,3639329,7041942,apartment,any,1,1,1,0,0,0,0,high,minimal,1,12,4,4,4,4,2
U00588,Remote Worker,D7,2.4,9529314,14128377,apartment,male,1,1,1,1,1,1,0,high,standard,5,6,4,1,3,3,1
U00589,Student,GV,10.5,2401343,4822562,shared_room,female,1,1,1,0,1,0,0,high,minimal,5,6,3,3,2,1,4
U00590,Student,TD,19.5,3469577,6608747,studio,male,0,0,0,0,1,0,0,high,minimal,6,3,1,4,2,1,4
U00591,Young Professional,PN,4.6,7895539,9516253,apartment,female,1,0,0,1,0,0,1,basic,standard,5,24,3,4,4,2,3
U00592,Social Butterfly,HK,6.3,7470553,9546405,apartment,female,1,0,0,1,1,1,1,medium,standard,5,12,3,4,5,1,5
U00593,Student,TD,10.2,1127019,3010259,shared_room,female,0,0,0,0,1,0,0,medium,minimal,4,6,2,3,2,2,4
U00594,Remote Worker,D2,14.6,10855243,13681721,studio,any,1,1,0,1,1,0,1,high,minimal,5,6,4,1,1,3,3
U00595,Young Professional,PN,7.6,7249627,11701761,studio,any,0,1,0,1,0,1,1,high,fully_furnished,5,12,2,5,5,3,1
U00596,Young Professional,D1,2.5,7100149,10356725,apartment,male,1,0,0,1,1,0,1,high,fully_furnished,3,12,3,3,3,3,2
U00597,Privacy Seeker,TB,13.0,1569884,4695529,studio,any,0,1,1,0,1,0,0,medium,minimal,1,6,3,3,1,4,1
U00598,Young Professional,D1,10.5,3764132,5348130,shared_room,male,0,1,0,1,1,0,0,medium,standard,5,6,3,5,3,3,2
U00599,Young Professional,D1,19.6,5167168,8079345,apartment,any,0,0,1,1,1,1,1,high,standard,4,6,3,4,5,3,2
U00600,Privacy Seeker,CG,1.4,3171635,7864403,studio,female,0,1,1,0,1,0,0,medium,minimal,1,12,3,2,4,5,2
U00601,Young Professional,D1,16.6,6209403,10785595,studio,male,0,1,0,0,1,1,1,medium,standard,2,6,3,4,2,4,3
U00602,Young Professional,D1,18.8,6422172,7447483,apartment,male,0,1,1,0,1,0,0,high,minimal,1,12,3,4,3,4,3
U00603,Student,TB,11.2,2912211,4085112,shared_room,any,0,1,0,0,0,0,0,high,minimal,4,12,2,5,3,1,4
U00604,Privacy Seeker,TD,3.2,1967667,4711616,shared_room,any,0,0,1,0,1,0,0,medium,minimal,2,3,4,2,1,5,1
U00605,Student,TD,15.0,1120268,3977173,studio,male,1,1,0,0,1,0,0,medium,minimal,4,6,3,1,1,2,4
U00606,Social Butterfly,D3,3.1,5232795,7292881,studio,female,1,1,0,0,0,0,0,high,minimal,4,12,2,3,1,2,5
U00607,Remote Worker,BT,19.2,11316046,16305541,apartment,male,1,0,0,0,0,1,1,high,fully_furnished,4,24,4,4,4,3,1
U00608,Student,TB,1.4,3194560,7227659,apartment,male,1,1,1,0,1,0,0,basic,minimal,3,12,2,4,1,1,5
U00609,Student,GV,7.1,1698560,3439693,shared_room,any,0,0,0,0,0,0,0,high,minimal,5,12,1,4,4,2,4
U00610,Young Professional,PN,17.0,3863168,5433637,shared_room,male,0,1,1,0,1,0,1,high,minimal,2,6,3,3,3,4,2
U00611,Privacy Seeker,TD,4.8,1554939,2583262,shared_room,male,0,0,0,0,0,0,0,medium,minimal,1,6,3,1,1,5,2
U00612,Student,TD,13.3,3498016,5582108,shared_room,male,0,1,0,0,1,0,1,high,minimal,6,6,1,4,4,1,3
U00613,Privacy Seeker,CG,2.9,3514546,5559107,studio,any,1,1,1,0,0,0,0,basic,minimal,1,6,3,3,2,5,1
U00614,Young Professional,D1,15.9,5621274,8251370,studio,any,0,0,1,1,1,1,1,basic,standard,6,12,4,3,4,3,2
U00615,Privacy Seeker,TB,18.9,2213689,4981801,studio,male,0,1,1,0,1,0,0,high,standard,1,6,3,1,3,4,1
U00616,Young Professional,PN,12.5,5791471,10184531,studio,any,0,1,0,0,0,1,1,medium,fully_furnished,5,3,3,4,3,3,3
U00617,Young Professional,D1,10.4,7296735,11064566,studio,any,0,0,0,1,0,1,1,medium,standard,6,6,3,5,1,3,2
U00618,Remote Worker,D7,17.4,9298843,11627921,apartment,male,1,1,1,1,1,0,1,high,standard,2,12,2,4,5,4,2
U00619,Privacy Seeker,CG,2.6,1780908,4241595,studio,male,0,1,1,0,1,0,0,medium,standard,1,12,3,1,1,4,1
U00620,Student,GV,4.3,2693782,5686296,shared_room,male,0,1,1,0,0,0,1,medium,minimal,3,6,2,5,5,1,4
U00621,Remote Worker,D2,14.7,10186832,14804139,studio,male,1,1,0,0,0,1,1,high,minimal,2,3,3,5,5,4,2
U00622,Student,GV,1.5,1308370,4641462,shared_room,any,1,0,0,0,0,0,0,medium,minimal,4,12,2,5,1,1,4
U00623,Student,GV,12.3,1017216,4623364,shared_room,any,1,1,0,0,1,0,0,medium,minimal,6,3,2,3,3,1,5
U00624,Remote Worker,D2,2.6,7306473,10986806,apartment,female,0,1,1,1,1,0,1,high,fully_furnished,1,6,4,3,2,4,2
U00625,Young Professional,D1,7.9,5312183,9190675,studio,female,1,0,1,1,1,1,0,high,standard,6,12,3,3,4,2,3
U00626,Student,TB,18.8,1473162,3490681,shared_room,any,0,0,0,0,1,0,0,medium,minimal,3,6,2,5,3,2,3
U00627,Social Butterfly,D1,12.0,6911766,11210897,studio,female,1,1,0,1,0,1,1,high,standard,3,12,2,5,3,1,5
U00628,Student,TB,17.6,1945429,5372560,shared_room,any,1,1,0,1,0,0,0,basic,fully_furnished,6,6,3,2,3,1,4
U00629,Young Professional,PN,6.7,7516162,10875497,apartment,any,1,1,1,1,1,1,1,high,standard,4,24,4,2,2,3,3
