roomId,roomType,districtId,preferredGender,allowSmoking,allowPets,cleanlinessRequired,noiseTolerance,guestPolicy,preferredSleepHabit,preferredOccupation,curfewPolicy,maxOccupants,minimumBudget
R01304,private_room,TB,any,not_allowed,small_pets_only,medium,medium,occasionally,normal,student,before_midnight,1,2034591
R01305,private_room,Q12,male,outside_only,not_allowed,low,high,occasionally,normal,any,before_midnight,1,5429429
R01306,private_room,NTL,any,not_allowed,not_allowed,medium,low,occasionally,early,any,none,1,3222382
R01307,shared_room,CG,male,not_allowed,small_pets_only,high,low,rarely,early,student,before_11pm,4,1886774
R01308,private_room,CC,any,allowed,allowed,medium,low,frequently,normal,student,none,1,1101469
R01309,shared_room,GV,female,outside_only,not_allowed,medium,low,occasionally,normal,student,none,2,1161398
R01310,shared_room,TB,any,outside_only,not_allowed,medium,medium,rarely,early,student,none,2,1222883
R01311,private_room,Q11,male,not_allowed,not_allowed,medium,low,occasionally,very_early,student,none,1,2314658
R01312,shared_room,TX,male,not_allowed,allowed,medium,medium,occasionally,normal,student,none,3,1242201
R01313,shared_room,Q6,any,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,4,1520420
R01314,shared_room,CG,any,not_allowed,not_allowed,high,high,rarely,early,student,none,4,1924442
R01315,private_room,CG,male,not_allowed,allowed,medium,low,frequently,late,student,none,1,4609425
R01316,private_room,NB,any,not_allowed,not_allowed,high,medium,occasionally,very_early,student,before_11pm,1,5370142
R01317,private_room,LB,male,not_allowed,not_allowed,medium,low,rarely,very_early,any,none,1,4873069
R01318,private_room,HL,female,outside_only,allowed,medium,low,occasionally,early,any,before_midnight,1,3877005
R01319,private_room,DA,male,allowed,not_allowed,medium,low,rarely,very_early,office_worker,none,1,2430451
R01320,private_room,CG,male,not_allowed,not_allowed,medium,medium,occasionally,early,student,before_midnight,1,4809200
R01321,studio,HD,any,not_allowed,not_allowed,medium,medium,frequently,early,student,none,2,4354963
R01322,private_room,NB,male,not_allowed,allowed,medium,medium,occasionally,normal,student,none,1,5280433
R01323,studio,BTL,any,not_allowed,not_allowed,high,medium,frequently,normal,office_worker,before_11pm,2,2807518
R01324,private_room,CG,female,not_allowed,allowed,medium,medium,occasionally,early,student,none,1,3543592
R01325,private_room,DD,male,not_allowed,cats_only,low,medium,rarely,normal,student,none,1,3776464
R01326,shared_room,Q3,female,not_allowed,allowed,high,low,rarely,very_early,office_worker,none,2,2268477
R01327,private_room,NB,male,not_allowed,cats_only,medium,low,rarely,very_late,student,none,1,2571591
R01328,studio,BD,any,not_allowed,allowed,low,medium,frequently,normal,student,before_midnight,2,6560285
R01329,shared_room,PN,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,4,2149128
R01330,studio,NB,any,allowed,allowed,medium,medium,occasionally,normal,student,before_midnight,1,3423000
R01331,shared_room,BC,male,not_allowed,not_allowed,high,medium,rarely,late,any,none,4,727602
R01332,shared_room,CC,any,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,2,767855
R01333,private_room,Q1,female,allowed,not_allowed,low,medium,rarely,normal,office_worker,none,1,4462033
R01334,private_room,PN,male,not_allowed,small_pets_only,high,medium,rarely,normal,any,before_midnight,1,6925863
R01335,shared_room,CG,female,outside_only,cats_only,high,low,rarely,very_early,student,none,2,1891202
R01336,private_room,HL,female,not_allowed,cats_only,high,medium,occasionally,very_early,student,none,1,6304162
R01337,private_room,BTL,male,outside_only,not_allowed,medium,medium,rarely,early,any,before_midnight,1,4204681
R01338,shared_room,NTL,female,not_allowed,small_pets_only,high,low,rarely,early,office_worker,before_11pm,3,1222191
R01339,shared_room,BTL,male,outside_only,small_pets_only,high,medium,rarely,normal,office_worker,before_midnight,3,1525464
R01340,studio,HK,any,allowed,not_allowed,high,medium,occasionally,normal,student,none,1,12050473
R01341,shared_room,TB,male,not_allowed,not_allowed,medium,low,occasionally,normal,any,before_11pm,2,1017968
R01342,shared_room,SS,female,not_allowed,allowed,high,medium,occasionally,early,student,none,2,862311
R01343,shared_room,Q7,female,outside_only,not_allowed,high,low,occasionally,normal,student,none,2,1290857
R01344,shared_room,Q3,female,not_allowed,allowed,high,medium,rarely,normal,student,before_midnight,4,2621694
R01345,shared_room,TP,male,not_allowed,not_allowed,high,medium,occasionally,normal,student,none,4,1152498
R01346,shared_room,BT,female,outside_only,small_pets_only,medium,medium,occasionally,normal,office_worker,before_11pm,3,1835011
R01347,shared_room,BC,male,not_allowed,small_pets_only,medium,medium,occasionally,late,student,none,3,1208918
R01348,private_room,HM,male,not_allowed,cats_only,low,medium,rarely,very_early,any,none,1,3485119
R01349,shared_room,TX,male,not_allowed,not_allowed,medium,high,occasionally,normal,any,none,2,1630209
R01350,shared_room,TX,any,not_allowed,not_allowed,medium,medium,rarely,late,student,before_midnight,2,1443049
R01351,shared_room,PN,male,not_allowed,allowed,high,low,occasionally,normal,student,none,4,1962631
R01352,shared_room,DA,female,not_allowed,allowed,high,low,occasionally,early,student,none,3,574662
R01353,shared_room,DD,any,not_allowed,not_allowed,medium,low,rarely,late,office_worker,before_11pm,3,1247005
R01354,private_room,Q5,male,outside_only,not_allowed,high,medium,rarely,early,student,before_midnight,1,5826392
R01355,private_room,Q12,male,not_allowed,allowed,medium,low,rarely,normal,student,none,1,5485280
R01356,shared_room,TD,female,not_allowed,small_pets_only,high,medium,rarely,early,student,none,2,721088
R01357,private_room,SS,male,not_allowed,not_allowed,medium,medium,rarely,normal,any,none,1,1357361
R01358,shared_room,CC,any,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_11pm,2,956095
R01359,private_room,DA,female,allowed,not_allowed,medium,medium,rarely,normal,student,none,1,3723179
R01360,shared_room,Q12,male,not_allowed,small_pets_only,high,low,occasionally,late,student,none,2,964825
R01361,private_room,HBT,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,1,3425798
R01362,shared_room,DD,male,not_allowed,allowed,medium,high,rarely,early,any,none,4,1681632
R01363,studio,NTL,any,not_allowed,allowed,medium,low,occasionally,normal,student,before_midnight,1,3370380
R01364,shared_room,Q6,any,not_allowed,not_allowed,high,medium,rarely,early,student,before_11pm,4,723332
R01365,private_room,Q3,female,allowed,small_pets_only,low,high,rarely,normal,student,none,1,4610131
R01366,studio,GL,any,not_allowed,not_allowed,medium,low,frequently,normal,office_worker,before_midnight,1,5087333
R01367,shared_room,Q12,any,not_allowed,not_allowed,medium,medium,rarely,early,student,none,3,1220460
R01368,private_room,TB,female,not_allowed,not_allowed,low,medium,rarely,normal,student,before_midnight,1,2843877
R01369,shared_room,GV,male,allowed,not_allowed,medium,low,rarely,normal,any,none,3,1489646
R01370,shared_room,HL,female,not_allowed,allowed,high,medium,frequently,early,student,before_midnight,2,1351909
R01371,shared_room,TB,male,outside_only,cats_only,medium,low,occasionally,normal,any,before_11pm,3,1735790
R01372,private_room,GV,female,allowed,not_allowed,medium,medium,frequently,normal,student,none,1,4633959
R01373,shared_room,CG,any,not_allowed,allowed,medium,high,rarely,late,student,before_midnight,3,1242343
R01374,shared_room,Q12,male,not_allowed,not_allowed,medium,low,rarely,very_early,student,none,4,1156392
R01375,private_room,GL,male,not_allowed,allowed,medium,medium,occasionally,normal,student,none,1,3159063
R01376,shared_room,DA,female,not_allowed,small_pets_only,medium,medium,rarely,normal,student,before_11pm,4,780489
R01377,shared_room,PN,any,not_allowed,not_allowed,high,low,occasionally,normal,student,before_midnight,4,2156251
R01378,private_room,GL,female,not_allowed,allowed,high,low,rarely,early,student,none,1,1340444
R01379,shared_room,TX,male,not_allowed,not_allowed,medium,medium,rarely,early,student,none,4,1748825
R01380,private_room,HK,male,outside_only,not_allowed,medium,medium,occasionally,normal,student,before_midnight,1,7037225
R01381,private_room,BC,male,not_allowed,not_allowed,high,low,rarely,normal,student,before_11pm,1,3209122
R01382,shared_room,Q5,female,not_allowed,cats_only,high,medium,rarely,normal,student,before_11pm,3,1127061
R01383,private_room,Q10,female,not_allowed,not_allowed,medium,medium,occasionally,early,student,before_midnight,1,3398466
R01384,shared_room,Q12,any,not_allowed,not_allowed,high,medium,rarely,normal,any,none,2,1143271
R01385,private_room,DA,female,allowed,small_pets_only,high,low,occasionally,early,office_worker,none,1,3458256
R01386,private_room,TD,female,allowed,small_pets_only,medium,medium,occasionally,normal,any,none,1,3548498
R01387,shared_room,GV,any,not_allowed,cats_only,high,high,rarely,late,student,none,3,610434
R01388,private_room,HK,male,outside_only,not_allowed,medium,high,occasionally,late,student,none,1,9142437
R01389,shared_room,CC,male,not_allowed,cats_only,high,medium,occasionally,early,any,none,3,618537
R01390,studio,GV,any,not_allowed,not_allowed,medium,low,frequently,very_late,student,before_midnight,2,4472817
R01391,shared_room,BD,female,not_allowed,not_allowed,high,high,rarely,normal,student,before_11pm,3,2025234
R01392,private_room,BTL,male,not_allowed,allowed,high,medium,frequently,normal,any,none,1,2784225
R01393,studio,Q1,any,outside_only,not_allowed,low,medium,occasionally,normal,student,none,2,14002891
R01394,private_room,DA,female,not_allowed,not_allowed,medium,low,occasionally,normal,student,none,1,3117558
R01395,studio,TX,any,allowed,small_pets_only,high,medium,rarely,normal,student,none,2,3999761
R01396,studio,BC,any,not_allowed,not_allowed,high,low,occasionally,normal,student,before_midnight,2,4385232
R01397,shared_room,GL,any,outside_only,small_pets_only,high,medium,rarely,very_early,student,before_midnight,2,658187
R01398,shared_room,Q8,female,not_allowed,not_allowed,high,high,occasionally,early,student,none,3,617988
R01399,shared_room,GV,female,outside_only,allowed,high,medium,rarely,late,any,before_midnight,2,929212
R01400,shared_room,TD,any,not_allowed,not_allowed,medium,low,occasionally,early,any,none,2,964043
R01401,shared_room,TTR,male,allowed,small_pets_only,high,medium,rarely,normal,student,before_midnight,3,625414
R01402,private_room,Q12,male,not_allowed,allowed,high,high,rarely,normal,student,none,1,3908875
R01403,shared_room,DA,male,not_allowed,not_allowed,high,medium,occasionally,early,office_worker,none,4,1176114
R01404,private_room,PN,male,not_allowed,allowed,high,medium,occasionally,normal,student,none,1,7131006
R01405,shared_room,Q1,male,outside_only,allowed,high,high,rarely,normal,any,none,4,3086219
R01406,studio,CC,any,not_allowed,not_allowed,medium,low,occasionally,normal,student,none,1,3588762
R01407,private_room,CC,female,not_allowed,not_allowed,medium,high,rarely,late,student,before_midnight,1,1122774
R01408,private_room,LB,male,outside_only,not_allowed,medium,medium,rarely,early,office_worker,none,1,2698402
R01409,shared_room,Q7,any,not_allowed,not_allowed,high,low,rarely,normal,office_worker,before_midnight,2,1635782
R01410,private_room,PN,female,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,1,6671748
R01411,shared_room,TP,female,not_allowed,small_pets_only,high,high,rarely,normal,student,before_midnight,4,1310400
R01412,private_room,DD,male,not_allowed,small_pets_only,medium,low,occasionally,normal,any,none,1,5813386
R01413,shared_room,HD,female,not_allowed,not_allowed,high,low,occasionally,normal,student,none,3,694376
R01414,private_room,TTR,female,not_allowed,not_allowed,high,medium,rarely,normal,any,before_11pm,1,2551036
R01415,shared_room,CC,male,not_allowed,not_allowed,high,medium,rarely,very_early,any,none,3,878732
R01416,private_room,Q1,female,not_allowed,not_allowed,medium,low,occasionally,early,any,none,1,7236299
R01417,shared_room,TTR,any,not_allowed,not_allowed,high,low,occasionally,late,student,none,3,1106109
R01418,shared_room,BTL,male,not_allowed,allowed,medium,low,rarely,normal,student,none,4,885621
R01419,private_room,HK,male,not_allowed,small_pets_only,medium,high,rarely,normal,student,before_midnight,1,8917326
R01420,private_room,BC,female,allowed,not_allowed,high,low,occasionally,normal,student,none,1,3691051
R01421,shared_room,Q4,any,not_allowed,small_pets_only,high,medium,occasionally,normal,student,before_midnight,2,1996777
R01422,shared_room,TP,any,allowed,not_allowed,medium,medium,rarely,very_early,student,before_11pm,3,749379
R01423,private_room,Q11,any,not_allowed,not_allowed,high,medium,rarely,late,student,before_midnight,1,5187545
R01424,studio,TP,any,outside_only,small_pets_only,low,high,rarely,normal,student,none,1,7607437
R01425,private_room,BD,male,not_allowed,not_allowed,high,low,occasionally,normal,student,before_11pm,1,8470207
R01426,private_room,PN,male,not_allowed,allowed,medium,low,rarely,late,student,none,1,3810410
R01427,private_room,Q8,male,outside_only,not_allowed,low,low,rarely,late,office_worker,none,1,3792022
R01428,shared_room,Q6,any,not_allowed,not_allowed,medium,low,occasionally,early,student,before_11pm,3,833760
R01429,shared_room,TTR,any,not_allowed,not_allowed,medium,medium,rarely,normal,student,before_11pm,2,1195663
R01430,private_room,TB,female,allowed,cats_only,medium,medium,rarely,normal,student,before_11pm,1,4444172
R01431,studio,HK,any,allowed,not_allowed,low,low,rarely,normal,student,none,1,8049470
R01432,shared_room,Q1,male,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,2,2992843
R01433,private_room,Q11,female,allowed,small_pets_only,high,medium,rarely,early,student,before_midnight,1,3366061
R01434,private_room,TB,male,allowed,allowed,medium,low,occasionally,normal,office_worker,none,1,6735942
R01435,private_room,Q1,male,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_midnight,1,9539391
R01436,private_room,TB,male,allowed,not_allowed,medium,medium,occasionally,very_early,student,none,1,2807834
R01437,private_room,SS,female,not_allowed,not_allowed,medium,medium,rarely,early,student,none,1,2838866
R01438,private_room,DD,female,allowed,not_allowed,medium,low,occasionally,late,office_worker,none,1,7993960
R01439,studio,DD,any,allowed,not_allowed,medium,medium,frequently,very_early,any,before_midnight,1,5025530
R01440,studio,TB,any,not_allowed,small_pets_only,high,low,occasionally,early,any,before_midnight,2,5501425
R01441,private_room,TX,male,allowed,not_allowed,medium,low,rarely,very_early,student,before_midnight,1,3194706
R01442,studio,Q11,any,not_allowed,cats_only,high,medium,frequently,normal,student,before_midnight,2,4993418
R01443,shared_room,TB,male,not_allowed,not_allowed,medium,high,rarely,very_early,any,none,3,1203067
R01444,shared_room,HM,female,outside_only,not_allowed,high,low,rarely,normal,office_worker,none,2,587592
R01445,private_room,DA,male,not_allowed,small_pets_only,medium,low,occasionally,normal,student,before_midnight,1,2035280
R01446,private_room,TP,male,not_allowed,allowed,low,low,occasionally,normal,student,none,1,5482721
R01447,shared_room,DA,male,not_allowed,small_pets_only,high,medium,occasionally,normal,student,before_11pm,2,926487
R01448,shared_room,TX,any,not_allowed,not_allowed,high,low,rarely,normal,student,before_11pm,2,1161559
R01449,private_room,CG,male,not_allowed,not_allowed,medium,medium,occasionally,normal,student,none,1,3045104
R01450,private_room,Q8,male,not_allowed,cats_only,medium,high,frequently,normal,student,before_11pm,1,3160802
R01451,private_room,Q10,female,allowed,not_allowed,high,low,rarely,early,student,none,1,4613535
R01452,private_room,HD,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,1,4400360
R01453,shared_room,Q8,male,not_allowed,not_allowed,medium,low,frequently,late,student,before_midnight,2,1460582
R01454,private_room,TD,any,not_allowed,cats_only,medium,low,occasionally,early,student,none,1,2620075
R01455,shared_room,Q1,male,not_allowed,not_allowed,high,medium,rarely,very_late,student,before_11pm,2,1401860
R01456,studio,PN,any,allowed,not_allowed,medium,medium,frequently,normal,student,none,2,4265025
R01457,private_room,HK,female,not_allowed,not_allowed,medium,medium,frequently,normal,student,none,1,9787636
R01458,private_room,HK,male,not_allowed,not_allowed,high,low,rarely,normal,student,before_11pm,1,11669042
R01459,private_room,BD,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,none,1,4734540
R01460,studio,TTR,any,outside_only,not_allowed,medium,low,occasionally,very_early,any,none,2,4101887
R01461,private_room,NTL,any,allowed,not_allowed,high,medium,occasionally,normal,office_worker,before_midnight,1,5513135
R01462,shared_room,HBT,male,not_allowed,small_pets_only,medium,medium,occasionally,early,any,none,4,1307227
R01463,shared_room,PN,male,outside_only,allowed,high,medium,rarely,normal,office_worker,before_11pm,3,1838543
R01464,private_room,Q10,female,not_allowed,small_pets_only,medium,high,rarely,very_early,office_worker,before_11pm,1,4364973
R01465,private_room,TB,female,allowed,not_allowed,high,medium,occasionally,normal,any,none,1,4206709
R01466,shared_room,Q10,any,not_allowed,not_allowed,medium,medium,rarely,very_late,student,before_11pm,2,1361696
R01467,private_room,HD,male,not_allowed,not_allowed,medium,medium,frequently,normal,student,none,1,5458733
R01468,private_room,Q6,female,allowed,not_allowed,medium,medium,frequently,very_early,student,none,1,4311870
R01469,private_room,TB,female,allowed,small_pets_only,medium,medium,occasionally,early,student,none,1,2957062
R01470,studio,DD,any,not_allowed,not_allowed,high,high,frequently,normal,student,before_11pm,1,9030672
R01471,shared_room,GV,female,not_allowed,small_pets_only,high,medium,occasionally,early,student,before_11pm,2,1208456
R01472,private_room,Q6,female,allowed,not_allowed,medium,medium,frequently,normal,student,none,1,4094420
R01473,private_room,BD,male,outside_only,not_allowed,medium,medium,occasionally,normal,student,before_midnight,1,4406286
R01474,shared_room,Q10,any,not_allowed,small_pets_only,medium,medium,occasionally,very_late,student,none,2,1652193
R01475,studio,TTR,any,allowed,small_pets_only,high,low,occasionally,late,student,none,2,5388742
R01476,studio,Q1,any,allowed,allowed,medium,high,frequently,normal,student,none,1,8625267
R01477,studio,BTL,any,not_allowed,not_allowed,medium,low,rarely,early,student,none,2,4192466
R01478,private_room,GV,female,outside_only,not_allowed,high,medium,rarely,normal,student,before_midnight,1,1563460
R01479,private_room,TX,any,allowed,allowed,medium,medium,occasionally,very_late,student,before_midnight,1,3758876
R01480,private_room,HL,male,not_allowed,allowed,high,high,occasionally,normal,student,none,1,3093900
R01481,private_room,DA,female,outside_only,not_allowed,high,medium,rarely,normal,student,none,1,1383451
R01482,private_room,BT,male,outside_only,not_allowed,low,medium,occasionally,early,student,none,1,2450413
R01483,private_room,Q8,male,not_allowed,not_allowed,medium,medium,rarely,early,student,before_11pm,1,2070245
R01484,shared_room,Q6,female,not_allowed,not_allowed,high,low,occasionally,early,student,before_midnight,4,806001
R01485,private_room,PN,male,not_allowed,allowed,medium,medium,occasionally,early,student,before_11pm,1,2749102
R01486,private_room,Q11,female,not_allowed,small_pets_only,low,low,occasionally,very_early,office_worker,none,1,2673243
R01487,shared_room,TP,female,outside_only,not_allowed,high,medium,frequently,very_late,office_worker,none,3,1175449
R01488,private_room,BTL,female,not_allowed,not_allowed,medium,medium,rarely,early,student,none,1,4606167
R01489,shared_room,Q11,male,not_allowed,small_pets_only,medium,low,rarely,normal,student,before_11pm,3,1168546
R01490,shared_room,Q3,male,not_allowed,small_pets_only,high,medium,rarely,normal,any,before_midnight,2,1799727
R01491,shared_room,NTL,any,not_allowed,not_allowed,medium,high,rarely,normal,office_worker,before_11pm,2,949953
R01492,shared_room,CC,male,outside_only,allowed,high,medium,occasionally,very_early,student,none,2,705925
R01493,studio,GV,any,outside_only,allowed,medium,low,rarely,normal,office_worker,none,1,2616642
R01494,private_room,GV,female,not_allowed,allowed,medium,low,rarely,very_early,student,before_midnight,1,1770680
R01495,private_room,Q1,male,not_allowed,not_allowed,low,medium,rarely,normal,student,before_11pm,1,5189012
R01496,private_room,SS,female,not_allowed,not_allowed,medium,medium,occasionally,early,student,before_midnight,1,1645381
R01497,private_room,LB,male,not_allowed,small_pets_only,medium,high,rarely,normal,any,none,1,2521641
R01498,studio,GL,any,not_allowed,not_allowed,high,low,frequently,normal,student,before_midnight,2,5855463
R01499,shared_room,BC,female,not_allowed,small_pets_only,high,medium,rarely,normal,student,before_midnight,4,664368
R01500,shared_room,DD,male,not_allowed,not_allowed,high,medium,occasionally,early,office_worker,none,4,1717742
R01501,shared_room,TB,male,not_allowed,allowed,high,low,rarely,early,student,none,4,1557930
R01502,shared_room,HD,female,not_allowed,allowed,high,low,rarely,late,student,before_midnight,3,1168473
R01503,private_room,NTL,female,not_allowed,small_pets_only,high,medium,rarely,early,student,before_midnight,1,3726033
R01504,shared_room,HK,any,not_allowed,cats_only,high,high,occasionally,early,student,before_11pm,4,1908169
R01505,shared_room,GV,male,not_allowed,cats_only,high,high,rarely,normal,student,before_midnight,2,609760
R01506,studio,Q3,any,allowed,not_allowed,high,medium,occasionally,late,student,none,1,7216621
R01507,private_room,GV,male,not_allowed,not_allowed,medium,low,occasionally,normal,any,before_midnight,1,2372169
R01508,shared_room,HK,female,not_allowed,small_pets_only,high,medium,rarely,early,student,before_midnight,4,1478842
R01509,private_room,BD,female,not_allowed,cats_only,medium,medium,occasionally,normal,office_worker,before_11pm,1,8933478
R01510,shared_room,HK,any,not_allowed,not_allowed,medium,medium,rarely,early,student,none,4,1524832
R01511,private_room,BD,male,not_allowed,cats_only,low,low,occasionally,late,student,none,1,6602117
R01512,private_room,DA,female,not_allowed,not_allowed,medium,medium,rarely,very_early,student,none,1,1574483
R01513,shared_room,Q11,female,not_allowed,not_allowed,high,low,rarely,very_early,student,before_midnight,4,994541
R01514,shared_room,BT,female,outside_only,allowed,medium,medium,rarely,very_early,student,before_midnight,2,1236041
R01515,private_room,DD,male,allowed,small_pets_only,medium,medium,rarely,normal,student,before_midnight,1,6921792
R01516,shared_room,HK,female,not_allowed,small_pets_only,high,high,frequently,late,office_worker,none,4,2524691
R01517,private_room,BT,any,not_allowed,cats_only,medium,medium,occasionally,early,student,none,1,2334524
R01518,private_room,Q3,female,outside_only,not_allowed,medium,medium,rarely,normal,student,before_midnight,1,6422579
R01519,private_room,DA,male,not_allowed,allowed,medium,high,rarely,normal,student,before_11pm,1,4284703
R01520,shared_room,Q7,any,allowed,not_allowed,high,medium,rarely,normal,student,none,4,1856991
R01521,studio,CG,any,allowed,small_pets_only,low,low,occasionally,early,student,none,2,6092357
R01522,studio,TX,any,not_allowed,cats_only,high,medium,occasionally,early,office_worker,none,1,4401495
R01523,private_room,PN,female,outside_only,cats_only,medium,medium,rarely,very_early,student,before_11pm,1,6909436
R01524,shared_room,TP,male,outside_only,not_allowed,high,medium,rarely,normal,student,none,4,1735419
R01525,private_room,GL,female,not_allowed,not_allowed,medium,medium,frequently,early,student,before_11pm,1,4110144
R01526,shared_room,BD,male,not_allowed,not_allowed,medium,low,rarely,normal,any,before_midnight,4,1872762
R01527,shared_room,BTL,any,outside_only,allowed,medium,medium,rarely,early,student,none,2,1544319
R01528,private_room,BC,male,not_allowed,small_pets_only,medium,medium,occasionally,very_early,student,none,1,2579879
R01529,shared_room,NB,male,not_allowed,allowed,high,medium,occasionally,late,student,before_midnight,4,1186619
R01530,studio,BC,any,not_allowed,not_allowed,medium,low,frequently,early,student,before_11pm,1,5496499
R01531,studio,Q12,any,outside_only,cats_only,medium,low,occasionally,early,student,none,1,5045474
R01532,shared_room,Q10,any,not_allowed,not_allowed,medium,low,rarely,normal,student,none,4,1921081
R01533,shared_room,HK,female,allowed,not_allowed,high,low,occasionally,normal,student,none,4,2883076
R01534,private_room,LB,female,not_allowed,not_allowed,medium,high,occasionally,very_early,student,none,1,4854160
R01535,private_room,GL,male,not_allowed,cats_only,high,high,rarely,normal,student,before_midnight,1,4619271
R01536,shared_room,SS,male,not_allowed,allowed,high,medium,rarely,normal,student,before_midnight,2,689553
R01537,shared_room,HL,male,outside_only,small_pets_only,medium,low,rarely,very_early,student,none,2,1327000
R01538,shared_room,CG,male,not_allowed,not_allowed,high,high,occasionally,normal,student,before_midnight,4,1880309
R01539,shared_room,Q3,male,not_allowed,not_allowed,high,low,occasionally,late,student,before_11pm,4,1917231
R01540,private_room,GV,male,outside_only,not_allowed,medium,high,occasionally,normal,student,none,1,2205868
R01541,private_room,HM,male,outside_only,small_pets_only,medium,medium,occasionally,normal,student,before_11pm,1,4382805
R01542,private_room,TX,male,not_allowed,allowed,high,medium,rarely,normal,office_worker,before_11pm,1,3579839
R01543,shared_room,BT,any,not_allowed,allowed,high,low,frequently,late,student,before_midnight,3,2173739
R01544,private_room,PN,female,not_allowed,not_allowed,medium,medium,occasionally,normal,any,before_midnight,1,5374483
R01545,shared_room,TD,any,not_allowed,allowed,high,medium,rarely,late,student,before_midnight,3,1087285
R01546,private_room,LB,female,allowed,small_pets_only,high,medium,frequently,early,student,before_midnight,1,3069473
R01547,shared_room,Q11,any,outside_only,not_allowed,medium,low,occasionally,late,student,before_midnight,4,962614
R01548,shared_room,BT,female,not_allowed,not_allowed,high,low,occasionally,early,any,none,3,1312651
R01549,private_room,BD,female,allowed,not_allowed,medium,low,rarely,normal,student,none,1,3423811
R01550,shared_room,CC,any,not_allowed,allowed,medium,medium,rarely,early,office_worker,before_midnight,4,533591
R01551,private_room,CC,male,not_allowed,small_pets_only,medium,low,occasionally,early,student,none,1,3111426
R01552,shared_room,Q7,male,not_allowed,small_pets_only,medium,medium,rarely,early,student,before_11pm,4,2410119
R01553,shared_room,NB,male,not_allowed,allowed,high,medium,occasionally,early,student,none,3,1071101
R01554,shared_room,GV,any,not_allowed,allowed,high,medium,rarely,very_late,student,before_11pm,4,1256001
R01555,private_room,BD,male,not_allowed,allowed,medium,medium,occasionally,normal,student,none,1,7999980
R01556,shared_room,BD,female,not_allowed,allowed,medium,medium,rarely,normal,student,before_midnight,3,2504268
R01557,private_room,Q11,male,not_allowed,not_allowed,medium,low,rarely,early,office_worker,before_midnight,1,2457311
R01558,studio,Q3,any,not_allowed,not_allowed,high,low,frequently,early,any,before_11pm,1,9566734
R01559,studio,DA,any,outside_only,allowed,high,high,frequently,early,any,none,2,3165621
R01560,shared_room,Q4,male,not_allowed,not_allowed,medium,low,occasionally,early,student,none,3,1932524
R01561,private_room,Q6,female,not_allowed,small_pets_only,medium,high,occasionally,normal,student,before_11pm,1,5301990
R01562,private_room,NTL,male,not_allowed,not_allowed,high,low,occasionally,normal,student,none,1,3229555
R01563,studio,Q6,any,outside_only,allowed,medium,low,occasionally,normal,student,none,2,6361501
R01564,shared_room,CG,female,not_allowed,allowed,medium,medium,occasionally,normal,student,none,3,1150150
R01565,private_room,Q7,female,allowed,allowed,medium,high,rarely,normal,student,before_midnight,1,4483020
R01566,shared_room,BTL,male,not_allowed,not_allowed,high,low,occasionally,very_late,student,none,3,1554065
R01567,private_room,Q7,female,not_allowed,small_pets_only,medium,high,rarely,normal,student,before_midnight,1,3863504
R01568,shared_room,BT,female,not_allowed,not_allowed,medium,medium,occasionally,very_early,student,before_midnight,2,1541555
R01569,studio,BC,any,outside_only,not_allowed,high,medium,occasionally,normal,student,none,2,4363642
R01570,shared_room,Q7,male,outside_only,not_allowed,medium,low,frequently,normal,student,before_midnight,3,1340104
R01571,shared_room,NB,male,not_allowed,not_allowed,high,high,occasionally,normal,any,none,2,1368048
R01572,shared_room,BT,male,allowed,not_allowed,high,low,occasionally,late,student,before_midnight,3,1558663
R01573,private_room,NB,female,not_allowed,not_allowed,medium,medium,rarely,very_late,student,before_midnight,1,5561054
R01574,shared_room,CG,any,not_allowed,not_allowed,high,medium,rarely,normal,any,none,2,2215799
R01575,shared_room,CG,female,not_allowed,not_allowed,high,medium,rarely,late,student,before_11pm,3,2203884
R01576,private_room,DD,female,not_allowed,allowed,medium,medium,rarely,normal,any,before_midnight,1,5617267
R01577,shared_room,BD,female,not_allowed,not_allowed,high,medium,rarely,late,student,before_midnight,3,2564797
R01578,private_room,DD,female,not_allowed,not_allowed,medium,medium,rarely,normal,student,before_11pm,1,7903042
R01579,studio,DA,any,allowed,not_allowed,high,low,occasionally,normal,office_worker,before_11pm,1,4591112
R01580,private_room,DD,male,not_allowed,allowed,medium,medium,rarely,very_early,student,none,1,3708464
R01581,shared_room,Q4,male,not_allowed,not_allowed,high,medium,rarely,normal,student,before_midnight,2,2027372
R01582,private_room,GL,any,not_allowed,small_pets_only,high,low,rarely,normal,student,before_11pm,1,4039111
R01583,private_room,TP,female,allowed,small_pets_only,medium,low,rarely,early,student,none,1,6313088
R01584,private_room,CC,male,outside_only,not_allowed,high,medium,rarely,very_early,any,none,1,3530877
R01585,shared_room,SS,any,outside_only,not_allowed,high,medium,rarely,early,any,before_11pm,4,923339
